#{"t_start": 1761400245.0864158, "env_id": "None"}
r,l,t
7.3828573,117,1439.689369
55.67715,180,1439.831785
61.217167,203,1440.061971
67.825745,214,1440.267206
52.368565,166,1440.885522
69.57716,206,1440.932119
53.079987,185,1441.253926
5.828572,109,1441.498589
58.748596,187,1442.342923
53.89713,172,1442.361065
56.81715,173,1442.739055
59.81715,185,1443.030118
41.357155,147,1443.771834
54.502853,168,1443.790934
66.45145,196,1443.856163
68.051445,223,1444.785285
39.11714,171,1445.416691
57.365738,183,1445.878917
61.96002,216,1446.051101
72.4229,194,1446.474797
39.78286,155,1446.696007
47.134274,162,1446.696007
72.72573,212,1447.360382
63.36283,185,1447.62339
3.485715,92,1448.234833
63.214294,178,1448.271387
64.70288,185,1449.249394
71.65431,204,1449.356548
59.300014,196,1449.811468
73.35431,197,1450.030705
27.080004,146,1450.223105
2.6285715,97,1450.87554
57.159992,207,1451.108856
56.780014,178,1451.4117
45.34572,186,1451.5623
3.0857148,91,1451.967133
55.265724,170,1452.41782
3.5428576,90,1452.685911
51.95713,167,1452.839154
2.9714289,104,1453.297019
53.757133,182,1453.310031
37.708572,136,1453.310031
3.9428573,94,1454.279219
58.15144,163,1454.693056
30.742855,144,1454.725501
5.8857145,118,1455.613566
41.014297,154,1456.353664
33.74286,155,1456.365302
45.677128,191,1456.597636
52.88571,200,1456.62863
45.008587,157,1457.263116
60.27145,171,1457.888788
3.9428573,92,1458.255248
46.528564,231,1458.984071
38.225716,150,1459.183233
33.477146,156,1459.435661
59.17998,205,1459.435661
53.51999,173,1459.61976
39.714287,156,1460.126055
14.268572,151,1461.02368
3.257143,92,1461.098053
63.64288,193,1461.314899
55.451447,168,1462.065994
22.905714,137,1462.082014
43.839996,174,1462.314911
59.11716,169,1462.547388
3.9428577,104,1462.988563
47.20286,187,1463.888301
24.557142,153,1464.353167
31.102848,172,1464.879154
3.657143,106,1465.290079
21.654285,157,1465.342442
42.14,161,1465.953528
54.842876,190,1465.975507
40.865715,178,1465.999028
4.2285714,104,1466.237085
53.402847,175,1466.968323
53.10856,171,1467.856818
57.351448,185,1468.503585
58.54286,204,1468.728219
61.100014,192,1469.172492
50.22,190,1469.172492
3.3142858,91,1469.42187
41.28286,192,1469.457661
68.69999,235,1469.906558
53.2143,191,1470.233266
4.3428574,103,1471.077864
51.834286,187,1471.824343
20.694286,134,1471.824343
5.942857,110,1471.855172
26.705717,183,1472.031601
49.908577,182,1472.482452
64.25999,194,1473.322005
64.859985,195,1474.128031
55.371433,201,1474.816401
28.17715,160,1475.004065
46.797146,161,1475.046098
64.54573,171,1475.643721
60.039978,205,1475.643721
39.76001,175,1476.174253
83.39716,230,1476.186872
33.917152,209,1477.518147
2.114286,83,1477.542849
42.225716,182,1477.820261
43.47428,185,1477.894787
29.094284,159,1478.320577
48.688564,200,1478.320577
51.071445,167,1479.002946
75.48858,220,1479.414706
19.774284,133,1479.783977
41.485714,186,1480.723764
51.35142,167,1480.770979
35.008575,184,1481.020962
37.525715,162,1481.063953
45.862865,167,1481.114491
25.908573,135,1481.93997
36.02857,165,1482.185577
3.0857143,101,1483.185132
4.8,100,1483.710788
29.51714,144,1483.819313
3.3085709,151,1483.959098
53.971443,172,1484.055624
84.6143,241,1484.227175
56.52572,191,1484.274406
52.768585,210,1485.581096
31.862858,180,1486.101034
48.277134,165,1486.527388
47.571434,153,1486.613693
48.585716,164,1486.638747
32.500004,216,1487.133305
59.05716,190,1487.378612
71.27428,232,1487.654405
37.239994,162,1488.288595
42.628582,151,1488.981716
17.131433,178,1489.014312
37.157146,176,1489.484065
43.780006,188,1489.73808
53.648575,179,1490.015602
5.9942865,175,1490.656938
25.565714,143,1491.512786
28.08858,190,1491.547272
65.83431,247,1491.563353
41.07714,160,1491.768686
50.485718,179,1492.700598
48.39144,172,1492.876792
68.22286,207,1492.884407
54.700024,187,1493.375291
63.77147,177,1494.006908
56.822845,186,1494.209914
45.92001,174,1494.239652
63.77717,219,1494.559959
47.02,180,1495.20788
50.388584,175,1495.359332
55.960014,221,1495.991604
47.508568,193,1496.092027
36.917145,159,1496.426126
56.691437,170,1496.621192
65.885735,193,1496.689611
39.965714,175,1497.056321
32.39143,158,1497.376922
34.61714,177,1498.060929
25.048569,143,1498.237211
32.97429,141,1498.673046
37.24286,126,1498.734649
48.33429,177,1498.897168
63.59142,189,1499.509125
48.585705,193,1499.992916
39.56,162,1500.395932
62.454304,194,1500.440708
5.408572,131,1500.641297
42.38572,156,1500.868142
33.871433,210,1501.171428
56.02,206,1501.759468
53.511433,180,1502.008372
45.29999,168,1502.676716
56.0057,206,1502.863275
60.780003,173,1503.056391
58.18002,192,1503.109897
5.085714,100,1503.147706
45.934284,167,1503.243144
26.334288,181,1503.711218
50.925716,188,1504.635456
47.06001,161,1505.066898
63.217167,184,1505.418802
48.19144,160,1505.608164
52.86,196,1505.997014
42.64858,195,1506.039808
71.780014,212,1506.294311
79.374306,230,1507.151646
41.674286,148,1507.403489
33.83143,133,1507.543782
38.834293,166,1507.817869
5.0285716,113,1507.97159
75.78859,234,1508.206955
17.837143,178,1508.496221
46.64001,176,1508.522546
-2.0,109,1509.559882
54.38285,171,1509.603174
48.500004,161,1509.824762
51.19715,184,1510.060003
39.217144,156,1510.06801
11.014284,116,1510.209894
44.31428,165,1510.522385
47.597134,173,1510.979843
33.98857,163,1511.843154
58.905716,180,1512.289282
63.87715,209,1512.446767
38.36,180,1512.963352
4.242855,165,1513.139929
60.819977,205,1513.18319
70.52288,215,1513.34125
32.791428,157,1513.421011
57.05143,200,1514.940181
34.688576,142,1515.120998
49.080006,190,1515.383384
58.297115,200,1515.39855
48.534294,150,1515.589958
50.754276,192,1515.633444
24.405722,181,1515.85783
61.3057,201,1516.035638
35.08286,142,1517.377157
39.357143,165,1517.397379
4.1142864,107,1517.449774
39.082863,184,1517.457819
44.208584,178,1517.829885
47.134285,165,1517.877997
14.625719,171,1518.247056
69.20003,217,1518.556226
61.44859,163,1519.674664
70.60288,201,1520.540411
56.171436,191,1520.540411
54.84287,163,1520.560598
48.091423,198,1520.591812
69.52287,180,1520.652785
50.28572,181,1521.065982
39.174286,173,1521.295118
51.54001,161,1522.180173
4.242859,146,1522.540812
47.817146,154,1522.590986
41.86857,155,1522.75842
49.33714,181,1523.023408
58.268585,201,1523.488612
39.94857,177,1523.755676
37.551437,208,1523.960289
39.122852,173,1524.628864
53.622837,194,1525.290525
72.73716,190,1525.399932
61.96573,185,1525.420093
26.277136,145,1525.60929
70.79146,209,1526.038471
27.697136,149,1526.11344
46.45429,176,1526.314684
64.30855,186,1527.277647
49.56,167,1527.968363
70.52859,189,1528.325733
62.014263,191,1528.565235
47.66285,160,1528.639377
73.14285,220,1528.759412
48.91714,175,1528.789769
63.85141,202,1529.494413
25.977142,166,1529.994447
40.46,144,1530.382203
25.580002,138,1530.634695
53.577137,184,1530.635701
53.491432,165,1530.98428
3.5428576,104,1531.007636
46.088577,175,1531.26805
58.045723,179,1531.367505
4.057143,113,1531.649114
4.114286,91,1531.685649
38.465714,148,1532.775112
39.782856,182,1533.23953
48.542866,171,1533.293006
24.279999,181,1533.494957
61.782867,174,1533.720613
61.857124,200,1534.116171
63.734306,189,1534.351942
57.6657,212,1534.57776
49.29144,164,1535.05342
56.70858,164,1535.776842
39.411423,161,1536.018075
55.748585,157,1536.584785
70.70858,231,1536.839736
76.511444,204,1536.856939
18.814283,134,1537.239332
64.86861,198,1537.436282
45.794277,212,1537.880668
18.528572,150,1538.153254
63.937157,201,1538.609442
45.96572,153,1539.018261
40.02571,176,1539.029427
25.640001,131,1539.227945
41.70285,154,1539.408924
31.64286,193,1539.514179
38.454285,164,1540.131217
38.41143,144,1540.162567
49.360012,169,1541.342268
60.451447,201,1541.460042
58.628582,174,1541.671273
69.32287,199,1541.86369
43.30572,177,1541.879778
62.742874,184,1542.150857
41.508568,165,1542.411893
53.971443,187,1543.055984
3.371429,98,1543.274115
44.440006,164,1543.941462
61.74002,179,1544.120249
40.165714,169,1544.469831
56.791435,180,1544.896651
58.800007,203,1544.910079
41.074295,163,1544.949625
40.50857,176,1545.672424
24.742859,200,1545.835716
48.53144,151,1546.540127
45.231426,176,1546.55748
22.197145,126,1546.695154
29.968576,209,1546.926632
68.840034,174,1547.37313
54.265705,199,1547.618883
38.111427,176,1548.267069
50.494293,157,1548.71181
62.10572,218,1548.719897
60.51144,183,1549.115525
66.574265,198,1549.589718
83.731445,233,1549.815288
29.020004,192,1550.279186
66.122894,190,1550.504977
3.7142844,159,1551.195071
47.117146,168,1551.277853
78.39716,224,1551.638379
39.934288,180,1551.876665
57.185738,186,1552.407306
58.317154,181,1552.809995
68.40572,193,1552.81916
57.91145,172,1553.557026
43.520008,226,1553.706145
31.205719,189,1553.962947
59.685726,191,1554.217985
35.125717,131,1554.59527
61.87426,199,1554.607412
49.299988,175,1555.255798
27.957136,136,1555.477467
43.917156,219,1555.50295
32.748573,133,1555.510957
30.705708,145,1555.939732
6.0485744,147,1556.628894
54.29145,184,1556.809144
37.065716,162,1556.849701
32.168575,146,1557.808837
37.034286,160,1557.989614
62.00001,182,1558.130909
61.537155,196,1558.591848
61.805733,166,1558.614355
39.254288,139,1559.095189
50.854282,166,1559.305146
57.234314,179,1559.750195
23.705711,152,1560.251832
66.50858,175,1560.404751
13.628571,124,1560.413817
38.848576,148,1560.672219
31.231434,201,1560.882247
32.108574,150,1561.286253
29.91143,134,1561.606543
48.93142,176,1561.809332
30.699999,126,1562.040079
35.699993,163,1562.674468
60.03427,201,1563.17628
54.31429,184,1563.209439
39.78857,189,1563.553264
44.197155,169,1563.596854
32.25143,147,1563.640443
48.05999,192,1564.713078
51.191414,217,1565.067834
61.99141,183,1565.473767
3.7742844,168,1565.940125
49.92856,175,1565.974557
14.277149,178,1566.423809
46.897137,182,1566.602742
52.919987,205,1566.786292
33.85428,143,1567.084455
45.542877,174,1569.16004
42.202858,149,1569.168146
27.914286,133,1569.264051
28.462854,151,1570.053908
55.794273,191,1570.120497
44.33714,151,1570.227713
47.39144,166,1570.513587
3.774284,152,1570.689103
32.08,161,1571.55632
25.84857,114,1571.705895
65.24286,184,1571.734222
5.257143,116,1571.779826
5.714286,119,1571.919214
74.914314,204,1572.015317
38.21143,151,1572.803892
64.97145,189,1573.489053
31.108574,136,1573.724391
31.548574,155,1573.895598
36.81429,143,1573.925192
33.114292,146,1574.266469
31.108574,193,1574.694053
79.02574,213,1575.339933
47.365726,180,1575.5883
55.711445,156,1576.290566
54.268585,194,1576.475177
23.237143,173,1576.657475
45.220013,151,1576.905327
45.057144,204,1576.905327
76.265724,211,1577.21174
51.082874,199,1578.115835
41.30285,195,1578.306804
29.777143,118,1578.921305
43.28286,164,1578.921305
40.77143,193,1578.984281
42.782864,167,1579.178894
66.51713,206,1579.361371
41.291435,192,1579.572856
27.362854,134,1580.748798
65.05145,181,1580.791081
42.791428,148,1580.954937
70.02288,209,1581.138984
43.240005,162,1581.337108
49.871418,171,1582.070171
60.88286,188,1582.491213
48.320007,224,1582.569
44.06285,156,1583.359084
52.819992,170,1583.436655
40.600006,165,1583.604405
44.38286,154,1583.792351
12.742857,110,1584.059318
29.742857,156,1584.281042
33.97143,238,1584.777207
3.485715,98,1584.935798
30.577148,174,1585.163851
44.637135,134,1585.572194
68.334305,181,1585.989338
27.919996,160,1586.050115
29.748571,166,1586.459572
46.64572,145,1586.893704
77.38287,190,1587.056139
5.8285713,115,1587.39221
3.7714286,96,1587.481206
41.48571,157,1587.607267
61.965702,181,1587.669241
51.657146,174,1588.64424
30.014286,129,1588.829854
6.285714,109,1589.393418
49.542862,187,1589.53174
49.854275,151,1589.741134
44.700005,151,1589.948384
49.9657,167,1590.052176
66.34573,195,1590.186833
3.485715,99,1590.477078
29.917141,147,1590.967498
5.3714285,116,1591.553829
47.52858,150,1591.589863
52.020004,160,1591.63219
36.81714,131,1591.869212
45.537148,174,1592.184149
52.03145,149,1592.225693
62.131447,200,1593.197745
71.36,203,1593.81629
43.379997,171,1593.994911
56.62287,178,1594.420429
2.7428575,93,1594.616066
85.89145,221,1594.650348
58.00288,175,1594.679728
32.782864,219,1594.805701
66.06857,195,1594.895375
3.771429,107,1595.518382
2.0571432,85,1595.940315
24.694284,147,1595.96751
26.25143,142,1597.015239
46.55714,143,1597.055768
44.02286,160,1597.067836
33.260002,140,1597.093045
54.562878,159,1597.538508
44.125725,152,1598.00245
34.68,133,1598.181119
3.7171454,134,1598.903804
42.840004,154,1599.335862
41.61429,150,1599.335862
35.222855,158,1599.376076
57.67427,219,1599.532825
55.20856,185,1600.269312
57.0543,159,1600.445195
32.77143,155,1600.505052
49.685726,181,1601.678674
53.274277,158,1601.744407
47.78001,159,1601.887459
42.26285,177,1601.957314
64.362885,202,1602.384063
31.24,134,1602.44892
39.53143,160,1602.664305
4.5142856,97,1603.471323
58.38287,219,1603.770942
52.40574,160,1604.136026
43.788574,191,1604.428429
54.59141,187,1604.884069
65.00859,172,1605.268127
72.465744,183,1605.305265
43.61142,169,1605.376431
34.99714,156,1605.944284
56.534306,179,1606.615154
16.628572,96,1606.706105
23.545712,133,1607.07376
35.39143,198,1607.135477
47.677147,178,1607.255344
65.40573,191,1607.527293
28.905716,183,1607.782618
11.88286,167,1608.206666
32.968575,122,1608.426435
4.5142856,111,1608.799719
38.13143,165,1608.983976
6.3428593,174,1609.500796
10.877144,164,1609.879642
8.737147,208,1610.115647
4.457143,94,1610.278697
52.345734,187,1610.497184
29.46857,179,1610.771161
50.50572,178,1610.984652
60.07999,168,1611.182511
21.574286,130,1611.393117
44.362854,151,1612.025841
5.3714285,112,1612.420536
50.588577,169,1612.737319
36.685722,165,1612.877669
33.991425,150,1613.143141
30.354288,139,1613.582135
13.785715,121,1613.984849
66.719986,200,1614.132838
6.0,116,1614.428637
62.60002,214,1614.561067
52.228584,189,1615.051971
3.0285716,82,1615.229728
42.37144,165,1615.258935
50.700005,147,1615.287665
13.217146,112,1615.697509
67.51714,195,1616.369681
5.5999994,103,1616.712851
37.44286,127,1616.906465
43.06857,165,1616.906465
33.44,175,1616.960685
40.579994,146,1617.405383
42.859993,163,1617.579821
33.44286,146,1617.82272
35.671425,130,1618.276681
45.73429,146,1618.758586
57.608578,170,1619.311745
45.580013,183,1619.508658
67.091446,179,1619.527731
15.611428,123,1620.299695
63.731457,183,1620.447621
59.842846,179,1620.674989
34.29715,223,1620.892673
33.048573,157,1621.355764
40.940002,153,1621.780522
14.18,112,1622.013367
15.360001,109,1622.211833
48.942863,174,1622.245194
47.014294,180,1622.406996
50.142845,154,1622.588102
53.179993,183,1623.499535
29.039997,153,1623.524965
33.77714,128,1623.672508
38.285717,130,1624.38722
45.18572,179,1624.587767
42.84286,156,1624.606232
43.042862,169,1624.618313
51.560005,182,1624.945477
2.7428575,86,1625.839865
53.54573,166,1625.846871
47.054295,169,1626.002274
78.911446,182,1626.236158
41.717144,159,1626.898404
66.43141,174,1626.916583
48.442863,164,1626.968427
27.857141,123,1627.870342
78.057144,212,1628.223341
37.831436,138,1628.487578
3.8285718,101,1628.715027
56.051437,195,1628.943762
73.42001,200,1629.146557
51.531437,144,1629.305874
60.45431,200,1630.143528
52.5543,150,1630.151536
13.108571,123,1630.249706
64.35431,188,1630.902675
46.02,155,1631.025816
38.79429,142,1631.296164
47.788578,167,1631.331981
43.16856,192,1631.916337
37.582855,147,1632.174634
51.748577,167,1632.417858
56.894302,195,1633.039703
31.58857,149,1633.054807
40.519997,163,1633.227544
55.462837,174,1633.723382
55.108562,176,1634.37522
62.057144,216,1634.397666
40.011433,141,1635.438192
36.62572,209,1635.496717
57.868587,199,1635.661018
48.308582,163,1635.913611
2.0571432,84,1635.921618
48.251442,150,1636.296551
58.608585,202,1636.343784
3.9428577,97,1637.274007
27.005714,146,1637.518859
60.540005,208,1637.696294
41.554295,175,1638.051159
58.157143,203,1638.244184
56.60856,188,1638.492987
40.45428,167,1638.509011
61.54285,209,1639.189518
21.939999,133,1640.085493
50.428574,160,1640.296491
65.545746,200,1640.314775
59.94856,193,1640.33708
37.76858,238,1640.539874
49.865726,162,1640.745744
52.099987,171,1640.935925
42.78286,150,1641.237113
23.214283,138,1642.010428
42.668575,141,1642.29867
38.654278,146,1642.29867
26.939995,172,1642.983556
49.525715,145,1643.021813
36.019997,177,1643.346982
51.802845,162,1643.431542
60.04287,178,1644.085898
18.517143,137,1644.268673
35.694286,167,1644.972153
62.6743,169,1644.987363
25.6,128,1645.156303
40.19714,150,1645.189751
38.828575,156,1645.293687
25.07714,131,1645.365083
29.697138,140,1646.073107
33.94,164,1646.658401
5.0285716,107,1646.925303
21.862858,141,1647.096184
45.37142,166,1647.495324
50.47142,160,1647.525054
37.757145,166,1647.704098
58.02573,172,1647.743161
7.7542877,123,1647.935279
3.5428576,102,1648.153023
40.788578,147,1649.533906
47.368565,179,1649.6759
28.497147,200,1649.774864
47.33715,149,1650.277089
47.14284,190,1650.477929
50.71428,181,1650.593278
44.68857,182,1650.641132
42.411423,164,1650.789607
26.517143,131,1651.732135
4.4571433,100,1651.844596
4.2857146,100,1652.056655
43.597153,159,1652.37563
59.451447,187,1652.683373
41.90572,151,1652.736681
39.119995,145,1652.751786
30.862858,164,1653.152216
35.76285,149,1653.862677
38.534286,158,1654.267738
18.56,117,1654.284886
37.52858,144,1654.469223
52.27144,194,1654.538638
48.24,163,1655.151901
42.285706,169,1655.183939
70.80573,183,1655.788759
3.8285718,102,1655.803842
16.80857,139,1656.464776
61.78286,182,1656.492167
49.925705,173,1656.815398
38.88572,162,1656.884728
30.054287,131,1657.053754
50.51429,166,1657.46256
43.57428,158,1658.224338
51.459984,179,1658.596273
35.685707,129,1658.60432
11.699999,106,1658.636845
61.797176,175,1659.273429
36.437145,171,1659.505367
50.00572,172,1659.74591
3.0857143,107,1660.144328
20.879995,123,1660.488712
51.717148,195,1660.533301
43.168575,148,1660.753303
52.471443,184,1660.985227
4.9714284,102,1661.004424
38.94286,153,1661.607907
21.54,136,1661.857399
4.914286,119,1662.041718
3.3142862,103,1662.353912
46.991432,155,1662.779203
44.365704,153,1663.324708
11.591426,192,1663.428309
4.5714283,104,1663.558092
60.78001,181,1663.761225
40.125713,150,1663.782555
31.442852,161,1664.22052
51.888577,173,1664.868537
36.01143,143,1664.876601
4.0571427,98,1665.816169
47.02571,167,1665.960851
34.557144,145,1666.02764
45.95715,160,1666.035765
36.04,162,1666.383522
59.122868,212,1666.777664
20.588572,119,1666.824146
3.8857145,99,1667.477243
63.46858,190,1667.874983
38.02857,141,1667.929549
41.96857,136,1667.959725
59.85429,201,1668.653101
44.440002,167,1668.653101
24.554283,176,1669.254885
60.88285,199,1669.666228
47.745716,156,1669.677327
32.425713,128,1669.677327
26.382858,155,1670.144925
44.262867,199,1670.788631
52.888565,182,1671.257497
67.86287,195,1671.465777
61.171432,174,1671.692641
36.445717,153,1671.865122
44.359997,167,1671.981155
71.90003,201,1672.528541
37.217133,175,1672.592627
56.522865,176,1673.531259
58.319977,168,1673.919404
40.380005,163,1674.224973
48.61142,186,1674.379347
37.397144,163,1674.406623
39.77429,152,1674.432862
61.64856,188,1675.455218
60.474262,186,1675.503362
2.9142861,89,1675.69633
53.22,160,1675.879465
69.68859,185,1676.563796
63.831455,159,1676.76418
62.562828,173,1676.780365
62.628567,195,1677.20315
13.705717,136,1677.677243
46.437134,155,1677.741983
19.5,169,1677.893797
30.90857,147,1678.616006
30.054287,141,1678.769699
60.425728,212,1678.830361
67.80287,174,1679.212147
40.88572,163,1679.457136
45.040005,157,1679.938654
10.65143,166,1679.946736
62.28286,184,1680.411308
45.16857,171,1681.415477
40.15714,144,1681.538932
61.048588,183,1681.547207
45.742863,170,1681.564623
30.502855,123,1681.992857
32.931427,150,1682.399675
66.845695,218,1682.859705
39.882862,177,1683.195274
26.32,113,1683.576605
50.128586,165,1683.816274
47.465736,175,1683.96218
45.037148,170,1683.978315
43.154285,172,1683.978315
59.994293,182,1684.879951
62.322876,179,1685.307448
44.451435,156,1685.444633
23.585714,128,1685.658703
68.63717,196,1686.337789
52.140007,181,1686.535116
72.46002,191,1686.599401
67.15144,195,1686.741163
18.522854,108,1686.832056
52.26572,152,1687.154513
43.80857,141,1687.445152
61.09717,167,1688.066505
37.72286,133,1688.81253
52.03715,150,1688.976691
45.322857,168,1689.020159
37.13143,144,1689.22902
31.648567,140,1689.412692
60.677147,184,1689.646427
47.639988,173,1690.176856
42.962856,156,1690.549637
23.462858,129,1690.826565
55.4457,178,1691.394272
57.102844,171,1691.410419
38.334286,154,1691.440773
56.9943,185,1692.291423
82.14859,210,1692.444443
30.982855,134,1692.865076
40.514286,163,1692.91756
5.428571,117,1693.127627
65.262886,214,1693.344214
44.060013,156,1693.700256
50.071426,158,1693.75595
4.7999997,93,1694.331517
36.305717,153,1694.637206
40.934284,173,1694.8268
56.474274,164,1695.238333
46.60571,160,1695.467772
46.034283,148,1696.033629
53.474262,181,1696.21115
51.602863,161,1696.392356
32.285717,188,1697.314114
54.8943,165,1697.51998
5.542857,111,1697.800185
48.22,151,1697.950743
60.96287,227,1698.219641
41.340004,196,1698.37679
45.44571,176,1698.612787
52.502857,164,1698.671331
33.74857,147,1699.312323
57.791416,173,1699.918917
37.40286,138,1700.131016
31.36,134,1700.170402
53.119987,177,1700.337357
78.68574,200,1700.788561
55.51427,169,1701.046484
56.19715,170,1701.219742
40.468563,153,1701.631533
23.988571,131,1701.879905
52.08,155,1702.514436
49.05427,169,1702.596299
31.568573,143,1702.80162
49.03144,181,1702.98597
1.4285717,77,1702.98697
42.825714,154,1703.676427
50.90287,167,1703.706747
57.082848,181,1704.402968
33.688572,130,1704.852589
54.385704,171,1705.261816
62.89715,205,1705.639663
62.76859,181,1705.718301
58.52572,192,1705.890235
69.3943,198,1706.478652
74.06859,219,1706.728811
3.5428572,84,1706.974404
71.908585,210,1707.417853
46.708576,177,1707.523514
20.277143,186,1708.00437
56.857136,166,1708.039633
53.92857,154,1708.193898
21.985716,135,1708.440881
41.72285,136,1708.765965
4.9714284,97,1708.849574
52.914276,157,1709.291591
14.205715,141,1709.505592
33.820004,122,1709.870435
3.028572,94,1709.878569
18.025717,114,1710.375237
59.84858,183,1710.69268
56.82574,171,1710.703873
40.67144,145,1710.964033
11.188572,115,1711.834806
37.61142,161,1711.901357
49.908577,155,1712.064766
5.4285717,109,1712.544842
33.46286,173,1712.718387
32.471424,150,1712.96221
59.254307,173,1713.655035
4.1714287,100,1714.125339
63.934288,190,1714.14854
14.094286,159,1714.279973
51.960014,192,1714.817265
69.26289,187,1714.969774
42.160007,154,1715.277267
62.665745,175,1715.41214
41.97428,149,1716.357508
44.54,160,1716.415
27.665714,154,1716.527698
57.908585,201,1716.546715
25.608566,142,1716.971169
43.36286,205,1719.283931
50.040016,174,1719.291983
67.83144,204,1719.602263
37.822857,162,1720.205636
49.61999,159,1720.214739
3.5428576,86,1720.81254
54.50856,191,1720.830626
60.522865,185,1720.860971
42.84571,159,1720.906263
33.457138,142,1721.918335
59.165714,187,1722.163859
44.942852,155,1722.635128
41.06286,178,1723.004474
39.977135,153,1723.004474
55.73144,168,1723.089745
22.077143,171,1723.193488
60.911453,183,1723.482655
21.05714,152,1724.07483
66.351456,164,1724.38445
31.325714,129,1724.505151
26.21714,129,1724.959992
45.408577,175,1725.428296
41.634296,144,1725.471082
52.334297,187,1725.618354
57.46288,194,1725.838225
61.908592,190,1726.685058
44.90285,161,1726.703288
55.197155,171,1726.883261
11.814283,112,1726.958756
56.877163,191,1727.596806
52.245724,156,1727.728657
44.41714,164,1728.228874
6.1142855,120,1728.672121
59.560024,187,1728.827294
20.919998,138,1728.916514
46.31143,154,1729.32772
42.671425,173,1729.747384
41.191433,152,1730.120466
36.857147,183,1730.590748
54.894302,180,1730.780796
17.28,151,1730.813131
25.108574,165,1731.098607
9.028574,188,1731.648335
67.41716,182,1731.934372
50.225727,169,1732.142046
33.005714,155,1732.310427
32.66858,129,1732.566867
51.05144,162,1732.825451
59.2743,174,1733.250661
63.551456,184,1733.715952
51.888588,161,1733.932864
49.02001,149,1734.112292
45.09142,147,1734.303437
69.1686,172,1734.808416
46.699997,155,1734.943357
43.69143,146,1735.044633
4.514286,107,1735.414846
37.519997,140,1735.423
32.548573,128,1736.1621
22.757145,111,1736.208559
52.66859,169,1736.921024
44.868565,161,1737.584398
46.442867,182,1737.818873
31.940002,173,1738.244491
57.52859,177,1738.265676
66.29144,200,1738.286047
34.468575,162,1738.652355
65.82286,181,1738.856425
20.27429,153,1739.124186
57.36,177,1740.387511
68.865715,195,1740.396649
46.462864,149,1740.396649
40.514297,157,1740.491716
53.162876,179,1740.880414
47.685722,159,1741.091644
69.39431,183,1741.264276
41.96572,148,1741.272283
20.822857,112,1741.950647
4.914286,99,1742.320987
38.871437,167,1742.778939
44.462864,174,1743.019144
69.38573,188,1743.041496
53.794304,157,1743.743603
33.028576,167,1743.919299
56.565746,185,1743.973057
52.379982,162,1744.928808
4.2857146,110,1744.9502
64.28002,195,1745.113966
51.620007,175,1745.583705
15.994284,126,1745.798599
7.6571417,124,1745.829278
55.120014,178,1746.402385
83.63714,229,1746.63137
35.90857,145,1747.042972
53.65716,154,1747.318177
21.851423,134,1747.734727
4.5714283,96,1747.762904
81.234314,213,1748.106275
46.114292,154,1748.125456
36.668568,175,1748.148658
13.954285,126,1748.546521
39.300003,123,1749.198485
13.874287,113,1749.822865
1.0828569,138,1749.83101
46.094276,188,1749.852545
25.50571,131,1750.072114
13.58857,119,1750.280818
36.411423,163,1750.479921
4.4571433,106,1750.707147
64.13141,205,1750.851598
4.971429,108,1751.612797
53.05713,161,1752.418464
56.085728,178,1752.699744
47.268574,171,1752.97993
66.125694,193,1753.149297
42.50857,170,1753.177486
46.840008,164,1753.411975
60.688572,189,1753.665085
54.828594,180,1754.221767
54.59142,177,1754.893474
34.17714,142,1755.171598
62.82857,186,1755.3221
57.37999,180,1755.742768
4.4,106,1755.751167
61.225727,181,1756.031948
81.39431,216,1756.157288
61.711452,179,1756.256399
2.1714292,88,1757.074164
43.357136,150,1757.116441
43.900005,158,1757.54502
47.262848,157,1757.688884
6.0,103,1757.782944
19.14286,141,1758.177379
38.01143,168,1758.18642
72.05716,192,1759.11711
48.525723,159,1759.577823
37.95715,146,1759.958525
48.1,144,1760.202321
72.79715,196,1760.244378
44.1,148,1760.645689
64.408554,201,1760.854107
50.914276,179,1761.07654
3.9428573,99,1761.598135
2.5714288,97,1761.720927
12.817135,201,1762.035409
53.914303,178,1762.213878
58.917156,176,1762.466688
35.1,159,1762.903362
18.854282,138,1763.548937
5.3714285,112,1763.764322
74.80574,222,1763.98171
72.557175,208,1763.990717
41.342854,174,1764.145969
58.868587,174,1764.556739
52.57999,169,1765.286243
63.13145,208,1765.453417
37.745712,144,1765.87192
76.00002,200,1766.651914
46.05144,178,1766.810541
56.72285,183,1767.023269
10.400001,120,1767.271086
66.46002,189,1767.470315
4.9714284,102,1767.628283
85.16289,231,1767.637385
59.891438,179,1768.320609
31.305714,140,1768.624101
67.58289,162,1769.247581
55.054302,182,1769.399485
2.0571432,98,1769.634489
48.871433,161,1769.851808
62.211456,185,1769.876144
13.69429,169,1769.910365
67.93428,219,1770.541282
39.04857,160,1770.910084
47.480007,159,1771.590669
59.625736,180,1771.802911
35.58,145,1771.892459
39.877148,155,1772.052397
71.22573,200,1772.67575
52.11144,154,1772.724108
88.70003,234,1772.93572
21.56,127,1773.372902
48.13142,177,1773.372902
30.565718,125,1774.082263
51.591442,170,1774.603808
2.7428575,86,1775.461901
39.482857,156,1775.516701
86.348625,239,1775.552857
68.87717,189,1775.726054
66.068596,190,1775.789258
52.277153,170,1776.22895
47.15428,172,1776.244109
54.451435,168,1777.193994
46.50571,153,1777.638263
