#{"t_start": 1764333360.1245508, "env_id": "None"}
r,l,t
23.986664,130,131018.645649
40.08,185,131033.448477
31.993328,187,131047.155622
23.279997,166,131076.386657
25.706657,210,131080.404748
33.859993,184,131086.585763
15.193335,193,131129.851017
38.826664,205,131130.697293
31.419994,174,131145.41699
32.98666,187,131169.58541
26.23333,140,131182.820929
27.893328,189,131188.461649
24.620003,153,131194.746143
33.13999,173,131213.267428
27.633333,156,131236.723089
30.546661,170,131260.266534
27.746664,133,131275.004822
23.573334,216,131276.681694
33.086662,166,131281.818434
27.6,161,131288.713609
32.79333,174,131309.496361
27.819998,156,131318.743037
32.733326,177,131354.169836
29.566662,153,131361.996052
21.28,126,131363.856831
26.820002,138,131368.156726
29.939999,189,131398.932328
10.39333,160,131421.609687
34.606663,171,131421.609687
19.046665,204,131424.776616
19.406666,122,131448.745861
28.513332,146,131453.108742
29.339998,140,131460.87201
37.806664,207,131492.651453
32.273327,186,131515.017121
27.99333,152,131516.1533
21.540007,176,131530.899065
18.826668,130,131540.441417
34.67333,197,131544.123925
29.353333,152,131544.123925
33.65333,162,131545.254436
40.673332,189,131600.495618
11.820002,163,131606.311486
21.380001,134,131614.962271
29.39333,163,131620.143284
33.286663,182,131644.402774
18.393328,190,131644.402774
30.613327,184,131644.402774
42.63333,229,131646.974763
18.426666,114,131671.372966
33.726665,166,131717.208118
32.693333,155,131725.197195
27.193333,148,131749.998936
35.153328,198,131749.999936
34.006668,185,131777.810391
23.359995,191,131782.967841
29.346663,200,131786.312951
32.106667,173,131794.170629
19.153334,117,131823.147082
25.133327,172,131827.064352
24.83333,138,131833.449685
10.059993,192,131844.448446
26.166664,141,131867.216733
34.286663,166,131875.686351
29.166662,171,131887.466578
5.2666664,109,131913.966489
25.67999,201,131927.032151
30.686665,159,131932.646736
19.366667,114,131954.954481
19.173334,216,131972.661153
21.893326,203,131986.24385
22.219997,128,132004.325487
33.679996,164,132016.691589
22.453331,140,132021.05775
40.94667,207,132027.046573
33.47332,241,132032.960696
32.119995,182,132074.03094
30.27333,157,132086.084025
36.099995,184,132093.539675
35.78,189,132137.223772
33.726665,161,132139.93917
10.28666,154,132144.166674
33.359993,184,132149.090307
30.833332,209,132171.433639
31.34,142,132181.948079
32.52666,177,132216.40319
31.193329,171,132219.149863
24.979998,152,132247.270295
31.16,163,132251.222385
20.960001,130,132254.538587
31.93333,171,132260.252329
37.353336,237,132293.848926
36.98,194,132301.830667
33.27333,166,132319.046312
30.006664,167,132350.897976
44.539997,215,132352.598423
33.026665,161,132362.798521
34.18667,198,132379.803197
6.239995,239,132398.621248
33.153328,168,132399.831877
34.659996,173,132410.120274
30.579994,197,132437.48883
30.833332,163,132454.880729
16.40667,106,132457.271141
34.13333,206,132471.05725
30.273327,220,132477.148709
27.426666,145,132480.376611
31.093327,182,132482.453945
29.513332,166,132501.741355
29.559998,173,132531.906368
31.880001,162,132548.337456
24.466665,142,132558.854735
8.519994,185,132565.376579
29.639997,154,132570.015571
36.61999,187,132586.76525
20.213331,208,132590.285636
34.839996,180,132606.32902
27.313335,153,132620.162812
30.553333,170,132640.908327
35.38,166,132653.825525
30.106663,163,132657.211965
32.619995,196,132665.352304
29.47333,149,132670.361591
27.473333,153,132686.447404
39.619995,195,132689.634694
15.213333,96,132701.702627
36.926662,217,132732.593702
33.74667,200,132744.55507
33.579998,171,132745.708855
26.946669,172,132758.849388
24.926666,135,132759.836967
40.199997,193,132765.543288
31.686668,186,132782.421821
25.986668,157,132784.25577
18.599998,107,132798.064222
18.933334,111,132799.996171
30.82,153,132810.180073
28.646666,156,132838.097988
32.61333,176,132847.677499
30.80666,170,132850.791353
22.873335,140,132855.900923
11.533333,110,132859.293636
28.66,169,132867.377504
34.47333,189,132897.175769
34.31333,175,132906.295998
25.246666,141,132930.116971
28.146667,159,132945.760422
31.18,199,132950.110023
16.966663,166,132953.13597
18.846664,215,132968.388452
13.853333,181,132971.051345
36.50666,185,133000.496319
34.6,191,133007.302861
23.606663,141,133020.50748
12.233333,185,133026.539726
33.70666,169,133038.285686
33.579998,185,133040.12956
30.71333,157,133048.088287
36.606663,198,133066.255963
12.713335,176,133090.82022
28.306665,154,133101.732629
21.693333,124,133104.222787
21.153336,197,133111.091283
26.833332,162,133111.091283
27.419992,178,133131.495259
32.259995,168,133154.472618
41.626663,224,133167.399132
27.26666,144,133178.689006
28.339998,157,133188.061054
33.593334,160,133198.237081
33.079998,206,133203.121704
31.433327,192,133216.31815
30.146664,163,133225.454628
22.553333,167,133263.890657
37.126663,203,133274.067243
27.019997,128,133277.409073
27.853333,148,133284.019706
17.006668,103,133285.30732
33.859997,186,133287.27486
33.05333,216,133320.109763
37.566666,175,133325.134114
21.906666,122,133343.21004
23.513334,145,133377.217759
32.1,159,133388.006488
37.35333,185,133397.370664
31.339993,198,133413.766832
35.146664,164,133434.786145
6.7599964,231,133448.439759
31.840004,209,133469.610425
33.35333,181,133472.144171
31.07333,170,133509.719326
37.30666,194,133517.065882
30.246662,190,133528.502105
29.87333,165,133544.882016
26.266668,152,133548.451657
24.839996,207,133553.247982
27.946665,156,133578.5375
35.679993,179,133592.363184
28.12,153,133623.622909
38.459995,199,133651.308029
34.393333,182,133659.823282
27.94,156,133662.449572
36.699997,187,133677.98838
35.839993,185,133683.283172
25.613333,153,133683.283172
31.039997,158,133696.027689
29.179993,173,133730.322417
36.833332,167,133748.489065
24.4,142,133762.906678
29.09999,179,133765.098162
15.419992,209,133779.896296
22.333326,203,133793.42887
31.900002,166,133793.42887
35.333324,196,133795.219867
33.126663,154,133821.385669
29.480001,154,133837.410417
23.366669,148,133863.793974
32.039993,178,133865.293734
25.286667,152,133880.028332
38.27333,202,133880.411112
32.179996,151,133881.622183
36.853333,184,133896.005989
22.373333,140,133900.112206
28.38,134,133911.568085
30.706661,160,133967.868463
31.573326,190,133969.191339
36.886658,201,133976.769458
35.76,191,133986.512451
42.253326,206,133994.625199
36.986664,181,133998.873785
18.726665,192,134008.090787
37.96666,176,134011.559521
27.1,148,134058.481477
31.986668,173,134064.564368
29.20666,175,134065.955874
33.14666,161,134088.204652
29.579996,168,134109.657063
34.019997,196,134112.897657
38.28667,217,134119.605549
21.773323,188,134126.159587
29.293331,144,134148.178122
30.359997,164,134165.659913
35.293335,170,134169.852211
22.973333,133,134196.929921
27.913332,180,134208.635625
21.0,221,134221.545076
35.03333,189,134225.359915
44.466675,230,134250.708276
34.266663,172,134258.073709
28.086664,144,134260.784617
18.066668,110,134275.760516
30.686665,181,134292.629978
21.653332,121,134334.361154
18.64,188,134345.28329
34.753334,171,134347.947911
36.853333,180,134351.842364
26.146667,156,134384.40834
36.053326,181,134386.912845
27.439991,196,134394.203434
21.299992,176,134413.958886
31.326664,185,134465.148528
27.613333,135,134484.718967
15.633337,197,134490.049499
40.253338,193,134491.758454
22.513329,151,134494.927864
32.300003,212,134496.508316
27.686663,151,134517.921355
29.946663,189,134523.107842
33.899994,177,134569.864104
19.380001,104,134580.671343
36.21333,175,134589.97653
18.14,181,134592.090106
34.16666,172,134593.563229
28.546658,177,134595.141261
25.493324,204,134602.276381
32.319996,160,134608.442163
25.293331,158,134667.768405
21.406668,112,134681.117176
34.993324,187,134704.101969
27.946663,188,134717.078619
36.10666,184,134718.670855
34.599995,182,134719.102604
29.58666,182,134729.323128
38.800003,219,134742.792276
11.153333,97,134743.740698
29.466665,167,134793.018625
25.106667,145,134799.718767
33.586662,187,134847.716583
35.633327,189,134849.104816
30.466663,168,134863.987579
9.42666,194,134867.253993
16.306667,185,134878.474324
43.646667,229,134883.059334
14.153328,163,134918.104154
31.119991,164,134922.881239
32.99333,156,134950.050429
30.906666,163,134954.63633
34.44667,180,134980.314531
35.566658,191,134985.987174
39.82666,206,135007.967197
26.633333,151,135014.182626
9.473335,152,135020.733931
37.306656,217,135022.062524
31.919998,168,135078.193457
25.3,139,135094.731999
29.466665,148,135096.128637
22.239998,203,135107.0186
19.64,128,135115.148034
14.219999,126,135120.494409
29.29333,156,135145.612169
32.479996,185,135152.422073
29.226664,150,135178.866233
29.77333,155,135196.792089
23.119999,133,135205.298696
32.01333,171,135206.557221
25.086666,149,135213.471794
30.379997,168,135218.376678
32.059998,181,135269.144827
37.60667,205,135282.968085
13.4800005,172,135305.800609
26.899998,142,135319.528502
26.226665,136,135321.232123
29.899998,160,135323.677246
30.373325,157,135331.671533
10.146666,110,135360.642338
30.033325,200,135371.661934
3.8133335,105,135395.087317
32.399994,162,135404.763178
34.753326,205,135648.240902
30.906666,177,135649.982922
34.039997,199,135656.327298
28.613329,154,135661.697086
43.84,215,135666.64468
22.806665,161,135675.344004
26.226667,141,135692.922189
42.333324,220,135727.403593
35.34667,159,135746.832205
19.16,121,135749.276107
30.113327,163,135758.557195
29.373331,161,135764.677526
31.55333,194,135776.467962
34.19333,187,135791.762991
27.82,203,135844.864233
25.946665,147,135881.519666
39.153328,196,135891.869205
17.186663,173,135896.782196
28.973335,163,135899.998578
7.6733284,175,135919.574586
28.359993,220,135928.386141
26.193329,175,135935.353086
28.539997,167,135970.980342
32.48666,157,135993.845171
34.84667,170,136010.443067
9.193333,160,136012.002465
25.72,144,136017.541373
22.599998,147,136028.115586
14.90666,193,136028.70983
25.326662,143,136030.657872
32.133327,168,136071.440386
20.3,132,136071.440386
28.419998,148,136094.90336
27.893328,172,136117.675083
7.0066624,160,136120.709371
41.046654,206,136132.95628
15.2333355,202,136150.933453
44.826664,230,136167.321195
11.706665,161,136174.921503
34.099995,179,136186.130422
31.599998,180,136217.744049
26.88,152,136224.309676
13.120002,185,136244.300496
18.773333,120,136249.947124
9.04666,180,136279.455534
28.86666,215,136284.703438
13.740003,194,136320.292964
23.833332,129,136323.857569
40.63333,199,136334.056699
27.613333,203,136365.712963
23.513327,125,136374.207609
36.213326,198,136386.041969
35.699997,193,136388.416224
24.153334,137,136406.324009
38.240005,233,136434.922719
30.453327,164,136436.818748
18.58666,220,136462.593832
34.466663,205,136504.963236
33.05333,172,136509.631891
42.453323,216,136526.152803
38.83999,196,136527.46138
14.266661,175,136539.32876
41.906662,209,136593.728887
22.48666,216,136601.180564
22.72666,183,136605.988065
20.046665,145,136612.606827
32.64666,184,136646.749265
33.153328,170,136652.93322
31.259995,164,136657.683311
28.466661,204,136678.547996
29.779995,170,136721.099388
7.459996,158,136725.779058
10.093326,196,136746.943474
29.559994,179,136746.943474
29.879995,161,136768.809931
32.966663,169,136778.572223
35.379997,207,136795.308703
10.726659,207,136815.844412
30.413334,164,136826.20124
17.1,115,136834.177422
32.039997,171,136849.229676
31.759995,207,136849.229676
34.773327,226,136876.170975
37.766666,182,136878.247715
35.739998,169,136883.515223
25.866667,139,136904.678618
31.886665,158,136908.089935
36.839996,191,136914.062436
31.793331,159,136927.316733
22.23999,184,136941.058446
25.093328,167,136959.818131
15.706665,192,136970.068113
25.153332,144,136976.857768
27.08,152,136983.947179
40.606667,213,136987.69965
25.92,167,137008.962041
37.19333,204,137014.580316
31.61333,158,137016.755959
28.02,145,137029.401241
29.006662,157,137047.886569
33.57333,160,137061.634729
24.726667,154,137064.030094
9.393327,181,137066.55539
21.326666,109,137086.241905
28.879997,163,137093.256543
34.02666,168,137100.634649
30.226662,163,137101.414835
32.486668,161,137127.751022
30.313332,149,137135.842188
35.81333,165,137145.863733
25.779993,194,137164.311922
32.339996,157,137165.72496
37.479996,177,137181.395279
35.29333,199,137200.431504
39.15333,198,137200.431504
26.8,153,137222.091439
33.84,180,137229.876397
30.993332,169,137274.185292
33.806664,203,137275.606495
34.02,179,137284.05068
30.946663,157,137289.945456
31.919998,183,137328.708943
17.726665,198,137339.539478
30.906662,182,137349.064108
23.560001,143,137373.57089
25.313326,204,137375.231056
30.02666,155,137381.561993
27.073334,166,137402.014053
33.286667,183,137408.044561
28.859999,166,137467.548448
26.100006,196,137467.549449
22.54,142,137472.322357
34.379997,220,137493.822111
30.3,182,137508.802761
32.799995,199,137515.254925
34.186665,208,137553.367413
10.833325,206,137558.690209
25.519999,181,137600.882051
35.879993,195,137614.44553
9.999992,195,137618.377694
26.426662,148,137621.242995
33.806667,176,137627.250888
11.533333,104,137629.301741
22.966667,140,137650.392475
40.659992,202,137653.72185
27.433327,170,137695.419944
26.3,158,137710.933309
33.513332,180,137715.258114
34.986668,198,137726.412022
28.626656,214,137734.595996
30.900002,169,137750.437744
37.01333,225,137753.033742
26.073336,203,137766.873797
30.386662,168,137796.006525
27.333332,155,137803.535589
36.06,186,137828.515295
37.513332,192,137841.586635
35.18,165,137847.648981
28.279997,210,137858.495989
28.073332,157,137859.952327
36.179993,193,137868.217225
24.653332,148,137888.762684
13.686667,206,137934.866782
30.766666,167,137934.867783
31.319996,159,137946.32751
28.539997,145,137964.974226
29.586664,163,137969.154875
32.099995,172,137975.486874
33.033325,192,137976.911329
24.139997,159,137994.925357
31.279999,155,138045.4728
6.2199974,147,138047.740186
27.29333,151,138088.480264
35.72666,175,138097.182068
32.82667,167,138126.948241
39.266663,207,138132.136503
13.539989,229,138137.493392
35.01332,300,138153.187634
29.53333,147,138154.169938
31.00666,172,138167.537674
29.893326,161,138187.622149
22.60666,151,138209.467815
38.306664,202,138215.315185
28.933334,165,138226.696695
35.766663,182,138229.99235
36.20666,184,138252.240012
35.373325,186,138254.73742
31.226665,165,138259.216844
25.866667,148,138269.466997
32.91333,162,138298.495552
24.319996,139,138304.257065
15.280001,126,138326.818678
25.606667,130,138335.64963
41.659996,215,138338.272136
23.040003,193,138341.364882
24.759995,167,138354.612193
30.879997,158,138366.097456
35.126663,176,138408.101533
19.733332,119,138409.287499
28.199999,155,138420.595249
16.899996,202,138427.905287
25.573334,144,138437.358835
33.81333,177,138442.326452
29.546658,177,138445.089441
18.420002,106,138463.029522
13.859993,188,138469.946955
11.639999,110,138496.55571
26.533333,155,138502.940437
35.33333,197,138516.263674
29.92,160,138530.910247
39.559998,216,138546.143207
14.453335,184,138548.676059
33.873333,153,138556.718102
30.046661,166,138559.296962
31.886658,165,138589.061577
14.726667,188,138616.000641
27.613335,168,138620.009238
37.55999,222,138623.546841
35.87333,171,138635.761227
31.659996,168,138636.717705
36.499996,161,138642.153451
36.379997,203,138666.512044
4.826667,111,138688.017037
20.239994,103,138696.443001
30.119987,207,138702.36075
31.906666,162,138710.468155
34.606667,187,138719.940224
40.71333,194,138741.999086
40.90666,196,138747.597763
35.853325,176,138759.066596
30.946667,158,138765.738565
28.806664,145,138771.86456
19.946663,184,138788.88258
11.500001,182,138809.152151
33.84666,165,138810.352667
27.859995,158,138839.68136
35.159996,179,138846.600379
31.153328,172,138861.287545
31.153332,171,138868.046599
31.34666,147,138899.013201
33.34666,175,138900.133592
33.680004,211,138908.790267
24.233334,191,138929.12581
35.739998,174,138944.974794
32.373325,186,138957.13878
32.30666,180,138969.949772
32.979996,165,138969.949772
15.806669,157,138991.445209
31.619999,157,138998.22558
33.96666,186,139010.969574
34.146664,177,139031.658395
23.88,137,139037.634923
25.426666,156,139057.855957
30.133331,160,139060.933282
27.999989,227,139075.021762
25.546663,146,139078.335085
38.579998,182,139088.738668
34.07333,168,139097.248648
33.21333,163,139113.462958
28.386663,166,139125.994113
27.866663,179,139160.983479
30.793331,155,139166.389688
26.586662,224,139185.402442
32.23999,167,139191.077232
40.99999,211,139194.188246
28.433329,143,139204.364491
34.106663,174,139205.986501
32.439995,187,139247.172251
25.593334,141,139255.681692
27.513329,167,139276.247814
33.953335,159,139303.483017
28.473333,150,139309.058217
20.773333,184,139311.550818
25.939995,158,139314.824495
33.91333,193,139321.475435
34.18,168,139365.667465
13.293335,171,139387.556203
27.139997,151,139405.454281
35.69999,252,139412.763747
32.426666,165,139417.484195
29.906664,173,139423.045665
8.486662,169,139428.712795
39.59333,211,139438.826336
39.206665,212,139498.814582
13.619995,197,139517.268068
35.739994,185,139526.408911
26.306662,175,139543.409914
29.46,188,139544.903353
38.48666,202,139547.867276
39.006664,197,139566.855431
29.073324,204,139582.540163
32.646664,170,139638.624302
5.7866664,120,139645.197205
11.913333,114,139667.173556
23.239996,150,139676.118061
33.259995,198,139683.07814
38.113335,179,139692.761978
28.073326,220,139707.578711
34.179996,169,139722.482245
31.75333,162,139765.325083
31.526665,182,139775.054221
27.54,143,139777.041613
37.946663,186,139794.873631
28.513329,152,139809.408508
38.899998,201,139819.733529
24.546663,155,139826.937027
43.173325,212,139840.790485
18.966667,137,139855.078142
25.933334,149,139873.021588
29.919998,165,139881.900065
28.033333,157,139896.332933
35.586662,183,139922.405546
26.653332,152,139927.323506
35.079998,180,139929.242482
33.373337,201,139952.240082
39.486664,178,139967.54727
28.133331,150,139998.363906
33.366665,196,140004.265589
26.733334,194,140013.8587
21.193333,121,140023.92631
33.25333,161,140048.251428
37.35333,177,140052.395109
28.433332,151,140061.782562
25.266666,156,140114.960002
35.879997,214,140121.867559
24.086664,157,140123.904857
38.26,188,140132.692341
33.91333,169,140139.953484
30.473331,165,140174.002617
23.619995,158,140181.079462
37.619995,199,140196.311696
24.879997,126,140207.786727
26.113333,160,140228.655542
26.846668,159,140229.691408
26.453327,161,140246.221816
36.373333,179,140249.305368
31.206665,163,140272.040744
34.326668,176,140274.783283
23.27333,186,140294.237881
36.173332,177,140301.362177
26.226664,138,140305.043906
12.713336,167,140339.802219
18.059998,195,140340.099814
23.713333,116,140340.099814
35.73333,178,140350.189776
25.42,137,140354.843189
25.1,135,140387.575203
33.159992,159,140390.793494
31.3,152,140394.237539
11.533333,105,140403.858757
29.006662,151,140430.610696
28.579994,157,140433.957275
19.173326,183,140462.114223
37.226658,201,140467.241801
16.613323,168,140497.02681
30.873325,171,140508.159265
30.61333,198,140509.500858
35.519997,206,140515.923977
28.266668,160,140529.584133
34.61333,168,140537.269793
27.546667,139,140578.852284
29.75333,182,140581.381043
31.713337,209,140589.395193
29.8,159,140601.677973
33.31333,171,140618.398491
26.679998,144,140623.986988
14.260002,194,140624.933173
41.13999,190,140642.255214
21.660002,114,140647.948098
36.646664,185,140684.993886
30.659996,175,140699.787634
28.613325,196,140700.682193
35.16,162,140713.384517
37.1,182,140718.483718
19.673325,185,140725.667897
37.393326,181,140741.295041
30.119999,173,140742.453434
29.95333,153,140772.753126
12.126667,108,140784.42998
30.546661,150,140792.912264
10.980001,153,140804.559363
32.64666,175,140805.785585
28.179998,150,140816.570553
24.94,142,140825.977722
10.666658,188,140851.749531
26.886662,156,140868.93163
39.699993,192,140880.56091
27.013329,164,140891.951259
39.773327,188,140908.388715
25.026663,173,140911.797312
31.333328,222,140916.681234
31.973328,167,140918.855465
15.119993,200,140965.390166
30.586666,159,140974.356658
29.55333,157,140983.923011
22.353334,129,140985.150049
39.660004,221,140997.337547
15.386663,179,141023.267087
34.879997,200,141027.330388
24.78666,194,141029.369686
26.88,162,141068.52636
13.539992,158,141078.248937
34.26,174,141088.311618
27.199999,155,141089.85448
22.273329,216,141092.919778
31.219997,161,141115.941726
30.666664,184,141122.867437
38.606663,207,141138.054248
21.293333,137,141141.10605
26.433334,135,141153.740976
34.82,171,141161.094854
29.513329,161,141167.678178
23.593334,167,141169.154266
42.399998,196,141208.48471
42.633324,205,141221.346082
27.366667,142,141230.221541
33.76666,194,141232.642637
31.00666,169,141234.149785
39.199997,229,141247.293619
13.980001,181,141257.787812
34.539993,180,141257.787812
31.119991,170,141295.316502
30.39333,168,141306.751556
17.473333,144,141308.290735
14.853334,136,141319.857904
37.133335,172,141321.459282
30.806667,185,141331.488847
13.920003,189,141361.441911
39.34,209,141370.852363
30.673332,197,141404.44997
33.973328,194,141414.979166
29.65333,173,141416.164772
36.346657,194,141417.816722
20.539997,164,141423.031739
34.16,208,141433.017319
28.859993,152,141442.905761
28.586662,227,141490.474364
31.253326,163,141499.74826
35.54,165,141502.507373
33.726658,196,141509.162822
30.766663,186,141514.0488
32.773327,178,141515.463201
31.939999,171,141539.11636
11.806666,110,141563.335537
28.826658,228,141567.975748
31.41333,158,141613.918484
36.60667,179,141613.918484
31.87333,175,141618.861387
38.659996,214,141635.3116
39.47333,190,141635.3116
24.093332,136,141647.666199
28.406666,180,141668.820743
36.86,263,141692.762422
23.666668,134,141695.105953
34.786667,173,141713.286193
24.013329,132,141720.290298
31.253334,158,141723.072443
38.54666,239,141754.987895
38.999992,219,141761.489475
17.099993,191,141779.399208
28.526663,147,141784.177388
32.35333,153,141785.704616
29.446665,161,141940.436216
35.999992,183,141944.233834
38.73999,198,141957.647054
34.46,162,141971.464095
35.499992,185,141978.829575
31.879993,159,141987.255554
29.853329,175,142000.512401
36.653328,189,142012.658392
30.07333,159,142026.013372
18.426666,128,142046.688551
33.606663,173,142058.004579
42.426662,210,142066.076936
34.686672,187,142091.532738
35.33333,190,142102.3197
36.546665,210,142127.651127
33.15333,171,142132.776901
36.566666,205,142135.422863
25.979998,148,142137.225057
29.64667,159,142150.577931
34.113335,167,142159.160671
20.133331,124,142160.728516
30.833328,173,142193.671981
27.833332,144,142208.530397
27.333332,163,142211.620559
29.619999,158,142215.20431
28.586664,148,142226.407895
33.346664,184,142227.672943
38.45999,191,142259.301473
36.666664,220,142274.008242
35.926666,181,142289.618951
27.033335,147,142292.933404
30.446667,161,142294.6067
33.17333,174,142304.761859
9.733335,155,142309.650951
32.486664,167,142314.629857
33.166664,171,142365.759346
43.159996,198,142365.759346
33.039993,162,142380.506127
36.826664,171,142393.467317
27.22,147,142395.176234
42.246662,180,142399.519292
12.673327,146,142402.092847
40.34,227,142451.531094
29.599997,148,142472.740733
28.486662,154,142491.316899
26.61333,135,142493.031031
36.62,185,142502.454945
23.193333,139,142502.454945
27.25333,161,142513.640114
28.433329,169,142529.129852
37.873333,171,142579.033463
19.993332,147,142612.443563
31.819992,176,142613.782642
28.399996,144,142619.757988
7.066662,159,142623.647387
14.013334,121,142627.812586
29.399996,166,142642.896769
28.293325,230,142668.583215
30.953331,182,142701.827214
29.686663,161,142717.00324
33.36,174,142728.197106
9.999992,191,142735.035067
32.486668,181,142738.609432
30.606663,171,142753.823056
27.146658,142,142769.054301
34.25999,233,142769.054301
35.013332,206,142840.804124
27.633337,152,142841.953451
34.573326,174,142854.237242
37.00666,199,142865.688628
29.753332,186,142877.828608
32.739998,175,142882.764835
31.459991,256,142895.003704
37.66666,201,142903.955573
33.959995,181,142965.454347
31.940002,163,142977.644364
28.553331,188,142984.756881
37.079998,212,142990.154954
27.993332,152,143002.301658
29.85333,176,143003.931008
45.879997,205,143030.494174
36.833332,191,143041.527215
5.6266665,112,143052.811332
28.613333,159,143092.524503
18.793331,102,143095.368235
21.066668,180,143100.985783
33.34667,183,143110.972003
34.119995,170,143112.879804
35.09999,193,143127.257941
34.486656,188,143156.895384
21.2,131,143177.321362
13.306667,126,143192.170481
34.753338,235,143196.816196
30.733334,173,143201.016649
29.886665,148,143203.912302
29.999998,169,143205.271768
33.319996,164,143224.759628
28.20666,174,143254.527475
25.539997,160,143277.778174
37.166668,184,143279.210376
29.919998,162,143286.347386
36.559998,168,143296.556568
20.346655,184,143324.227814
32.83333,166,143337.083292
38.079998,208,143339.945711
19.713331,116,143343.103306
30.193333,152,143389.832263
34.466663,170,143409.666342
29.046665,161,143411.563544
32.68,185,143412.73556
40.42667,191,143449.60021
31.619999,178,143455.828477
37.906666,204,143473.934934
40.85999,203,143477.210865
37.739998,171,143510.372213
31.166664,173,143530.309163
29.84,180,143532.004272
36.79999,183,143536.289899
32.64,152,143559.195408
29.179995,177,143572.692503
35.859997,162,143585.600153
33.193333,171,143588.224164
19.146664,157,143634.811132
38.279995,199,143638.549883
35.47333,175,143644.209285
25.333332,193,143662.936517
32.166668,170,143681.133931
33.62,187,143681.133931
32.63333,162,143689.583142
35.619995,213,143725.703781
27.793337,155,143735.169153
31.126663,166,143748.528986
30.606663,171,143771.648488
26.926662,146,143773.162318
15.046667,214,143775.897013
26.67333,148,143783.220492
32.133327,189,143796.549855
31.093327,162,143816.502861
26.05333,156,143839.571698
33.513332,196,143847.194192
27.353333,150,143857.729965
28.613333,144,143863.49781
8.033328,160,143866.457211
12.553334,171,143870.49553
30.906666,157,143888.22373
20.146654,186,143927.031493
25.573332,146,143935.479206
19.813335,176,143946.888756
25.500002,137,143948.89853
28.25333,155,143957.254732
40.113327,205,143977.305119
19.95333,210,143990.349911
19.253332,113,143993.611047
38.306656,196,144001.61168
30.906662,161,144027.756047
16.539993,174,144046.875427
31.406666,177,144051.326726
29.586666,176,144057.711988
25.786663,182,144084.366297
33.41333,167,144089.462395
32.95999,176,144096.086623
36.05999,188,144107.850963
22.246666,151,144142.154218
28.613327,226,144157.154217
34.946663,198,144158.949161
16.466667,202,144165.230623
28.426662,143,144165.991604
29.3,133,144186.002265
30.48666,178,144189.574889
33.699997,164,144189.574889
7.673334,148,144223.206372
26.679998,135,144234.994098
27.873333,149,144236.715977
31.699997,161,144242.051956
31.43333,161,144248.464272
30.41333,170,144276.539469
16.353336,205,144304.869347
29.406666,206,144305.72897
28.819998,154,144313.068311
27.066666,141,144327.102212
18.020002,161,144332.520522
28.539993,170,144351.081789
20.939995,209,144360.145715
27.926666,139,144362.493975
21.919998,123,144375.771618
25.5,144,144412.515406
36.63999,193,144414.019141
23.266666,123,144419.040068
26.08,126,144428.736752
35.806664,189,144432.975243
42.753338,241,144450.149224
30.04,173,144457.114853
12.493333,111,144482.085091
41.199997,192,144482.086096
26.73333,142,144507.795613
36.966663,179,144513.874959
36.746666,185,144518.036191
12.233334,110,144519.4204
24.093332,133,144522.872765
34.2,181,144532.272512
23.499998,130,144586.441445
38.36666,197,144592.84532
13.086666,116,144604.372264
33.12666,221,144611.599073
12.819994,155,144615.589067
32.53333,168,144618.685501
39.72666,205,144630.496461
18.399998,101,144650.451066
30.599995,229,144653.638574
16.37333,172,144696.860014
34.519997,170,144705.671534
23.31333,161,144711.915914
30.706665,178,144720.253402
26.31333,193,144735.245704
20.24,139,144741.631555
16.706661,198,144752.51591
29.873327,190,144768.147964
28.853329,142,144798.824388
17.046667,110,144802.404326
36.493332,189,144822.84754
34.106663,164,144829.545325
31.913334,190,144838.770646
4.9866667,104,144854.10101
18.519993,190,144883.435521
16.853329,208,144909.560197
11.379999,166,144941.774473
32.44666,170,144943.497478
27.346664,152,144950.829745
30.033329,147,144955.187251
29.779999,182,144982.349928
38.053326,207,144985.97835
35.52666,169,144998.107627
39.319992,205,145035.133717
29.786667,172,145040.729263
35.313328,179,145044.354913
33.866665,183,145051.803853
32.00666,159,145073.600978
25.413326,209,145076.709615
30.586662,160,145093.34669
36.466667,190,145099.729436
3.7600002,102,145104.687216
27.599995,160,145149.673374
26.299997,158,145158.38721
31.139996,207,145180.907843
29.999996,161,145189.646686
12.859997,164,145189.646686
27.133335,148,145203.620164
28.786663,163,145219.388309
35.199993,179,145221.588346
33.84666,183,145286.338513
31.446663,184,145294.035558
27.953331,157,145294.767079
27.246664,148,145294.767079
24.05333,150,145296.259348
20.72,153,145324.378206
7.246662,158,145328.711498
37.213326,207,145342.455507
27.480003,166,145389.598535
31.733334,157,145392.398046
36.233326,182,145415.643284
28.93333,139,145417.552965
37.499992,187,145419.069406
11.639999,110,145420.837201
36.79333,195,145425.535435
19.939995,194,145463.281635
25.113333,158,145511.842033
15.319994,160,145538.677021
30.453331,162,145543.46237
33.973335,201,145546.038405
13.313336,175,145551.344078
32.786667,178,145556.672514
33.559994,177,145562.905625
34.506664,184,145607.991513
17.359999,126,145615.027371
30.779999,165,145678.251835
10.786668,168,145686.929836
16.906666,162,145686.930837
38.633324,192,145694.057988
35.78,188,145696.977365
29.013332,145,145721.86565
26.586664,138,145724.226649
24.093328,215,145733.977423
28.179998,150,145792.458699
26.773329,151,145798.934539
26.986666,154,145806.359689
38.840004,168,145818.261206
36.91333,191,145824.59977
33.559998,159,145844.496698
30.526665,173,145848.028049
