#{"t_start": 1764333360.1245508, "env_id": "None"}
r,l,t
10.039998,154,2002.436682
14.140001,177,2050.743583
5.8133335,169,2082.663621
15.246666,224,2101.934386
13.3533325,163,2122.012789
4.913332,190,2133.582808
13.413333,149,2151.662024
20.166666,187,2164.758739
11.593331,181,2180.775662
17.893335,162,2210.716635
15.946663,188,2281.647904
17.22,172,2287.58918
5.8466663,159,2294.923609
7.213334,157,2303.080954
12.940001,178,2347.419539
7.5666647,179,2357.526851
9.459999,172,2362.44681
21.39333,176,2386.612493
2.7200003,123,2390.576719
7.579999,157,2419.694366
18.826664,179,2450.688271
23.84666,196,2456.959323
6.6133337,160,2468.247206
9.546665,186,2500.500865
23.699999,202,2519.803406
23.746662,187,2543.841835
5.6399994,196,2545.395113
6.006667,160,2602.200791
18.446667,210,2614.144919
19.193333,184,2633.505431
12.706666,185,2651.25907
7.6533337,151,2655.582003
6.1933327,152,2678.402535
11.673327,213,2767.6444
19.566666,221,2780.320185
20.039999,187,2798.895413
15.146662,189,2819.839215
6.546666,158,2830.464277
5.4199986,181,2836.824496
5.9933295,168,2841.994534
9.453331,157,2854.113456
19.493332,139,2924.458228
7.1400003,168,2978.314046
18.766665,185,2981.195457
20.939995,160,2984.310725
7.8466663,149,2996.677855
8.840001,170,3012.24629
4.5733314,151,3012.524726
16.273333,197,3036.960747
15.333334,194,3139.182164
8.626666,156,3179.370781
10.18,178,3191.799942
12.693331,161,3210.335416
10.906666,192,3213.730732
13.620001,189,3219.453612
9.939998,158,3235.811037
9.513329,199,3263.384969
16.546665,133,3321.381593
2.666666,118,3366.319163
4.2133327,147,3390.843793
13.813333,177,3425.667267
10.253333,164,3436.732708
12.359998,170,3466.369399
15.626667,186,3471.814379
7.0599995,156,3472.208774
4.4666657,176,3537.752567
8.279997,198,3601.413405
7.580002,134,3605.960694
23.39333,192,3616.963275
6.619999,173,3619.072353
11.413328,184,3639.29686
21.259998,191,3676.663327
31.133331,232,3716.49129
6.826662,186,3736.65553
16.439999,164,3773.11137
6.3933334,163,3775.597775
8.833333,169,3794.440531
2.3066645,168,3811.385983
25.15333,195,3821.637732
1.7799995,155,3834.495691
10.413331,198,3930.974676
3.2999973,181,3936.586899
21.353329,186,3984.530527
11.973328,204,4015.320375
18.259996,216,4058.945595
13.839999,181,4062.279779
19.599997,223,4087.026095
23.613327,239,4112.225472
2.06,143,4118.558566
4.886663,211,4190.207046
4.533331,151,4193.320478
15.58,199,4230.892221
7.213333,162,4239.798711
20.813332,166,4246.075697
13.14,141,4267.152665
17.5,194,4293.147742
12.179996,178,4308.864006
5.586663,167,4370.557289
6.0,169,4376.483476
3.3066635,188,4443.706078
12.86,195,4445.636501
9.566665,190,4474.079215
26.599995,235,4483.471441
16.613333,180,4490.997291
17.41333,174,4497.634783
20.186666,178,4546.148446
11.2266655,187,4560.388815
27.306664,189,4620.591175
18.333334,189,4621.850772
2.6999974,181,4639.839388
6.5933294,180,4650.066878
17.653332,165,4653.157827
23.666664,200,4676.474815
10.559999,185,4736.338176
6.446663,205,4743.448579
7.0266666,149,4768.872381
5.9933314,197,4809.964372
22.173328,181,4826.320386
5.599998,158,4830.771229
27.946667,193,4838.732914
31.27333,236,4872.470927
15.5,138,4876.528057
13.566666,171,4928.888163
22.386667,200,4930.747316
14.186668,134,4948.808118
8.786662,182,4981.78879
17.299994,200,5009.395091
31.419994,195,5013.409665
13.860001,182,5035.942181
